2586;"SNX";114;4.84719142;121315916.722899;121315916.722899;0;0;1.500714;1.302212;25.790264;40.87061146;42.511782;-11.70772797;0.0317;0.21793583;2022-03-23;"2022-03-23-23:26:01"
2469;"ZIL";115;0.04411497;76178358.3664712;76178358.3664712;0;0;0.405691;6.294106;16.531023;20.19001655;14.1653022;-33.71430286;0.0315;0.13750541;2022-03-23;"2022-03-23-23:26:01"
1659;"GNO";116;295.98689686;4599553.71404742;4599553.71404742;0;0;-0.228185;-1.775982;6.445548;1.39425917;34.80703335;-28.22641805;0.0314;0.00833217;2022-03-23;"2022-03-23-23:26:01"
3640;"LPT";117;25.71917227;16028093.1770874;16028093.1770874;0;0;0.16167;0.306167;16.307986;27.04750532;19.63506052;-36.18489087;0.031;0.02944514;2022-03-23;"2022-03-23-23:26:01"
2300;"WAXP";118;0.26660877;38539485.4923497;38539485.4923497;0;0;-0.084824;0.953785;4.075347;7.08800431;10.31893058;-41.07617659;0.0296;0.07415642;2022-03-23;"2022-03-23-23:26:01"
9444;"KNC";119;2.87722125;93722399.6015113;93722399.6015113;0;0;0.117711;-5.129427;1.816742;77.91376271;108.85557987;121.23138559;0.0291;0.18319581;2022-03-23;"2022-03-23-23:26:01"
6836;"GLMR";120;2.53120161;45035911.0380147;45035911.0380147;0;0;0.079268;-1.168693;5.676681;16.1009656;-62.34245329;-74.68075712;0.0289;0.08870942;2022-03-23;"2022-03-23-23:26:01"
7501;"WOO";121;0.51304827;23481872.8855872;23481872.8855872;0;0;-0.231845;-0.969278;10.78358;39.39896617;2.43081826;-38.04048761;0.0287;0.04661022;2022-03-23;"2022-03-23-23:26:01"
1698;"ZEN";122;41.15081845;37424067.6581933;37424067.6581933;0;0;-0.304865;-0.14271;15.930825;39.60471537;29.47943557;-36.82147754;0.0286;0.07455167;2022-03-23;"2022-03-23-23:26:01"
4566;"XDB";123;0.57069035;5684646.46651199;5684646.46651199;0;0;-0.820399;7.214067;60.495838;100.40057252;107.19793792;74.75681501;0.0284;0.0113891;2022-03-23;"2022-03-23-23:26:01"
8075;"RLY";124;0.1883527;5245514.76698997;5245514.76698997;0;0;0.202345;0.76936;12.884216;-11.090166;-8.37494408;-44.50038048;0.0278;0.01074307;2022-03-23;"2022-03-23-23:26:01"
10603;"IMX";125;2.04421506;246483554.54769;246483554.54769;0;0;0.393216;-4.007951;37.91579;42.64597116;-6.05447669;-53.11445399;0.0274;0.51247062;2022-03-23;"2022-03-23-23:26:01"
1817;"VGX";126;1.71935122;7729319.44498249;7729319.44498249;0;0;0.240423;-0.370146;10.52772;20.96069083;2.93369029;-39.89227834;0.0272;0.01614281;2022-03-23;"2022-03-23-23:26:01"
1042;"SC";127;0.00917623;17492671.2311889;17492671.2311889;0;0;-0.202908;3.714219;11.444271;17.78177576;8.42930942;-40.1668615;0.0263;0.03777949;2022-03-23;"2022-03-23-23:26:01"
4269;"GT";128;5.90188302;7025940.75013283;7025940.75013283;0;0;-0.134032;-0.129634;-1.729509;6.27149969;15.11942926;4.13996286;0.0263;0.01520443;2022-03-23;"2022-03-23-23:26:01"
4747;"VLX";129;0.20180498;4912159.47679091;4912159.47679091;0;0;-0.019806;-0.12018;2.467251;-9.96687307;-11.00278258;-8.17477801;0.0262;0.01068387;2022-03-23;"2022-03-23-23:26:01"
5617;"UMA";130;6.9085707;75680193.5471003;75680193.5471003;0;0;0.232904;-1.236878;-3.60661;50.90013067;26.33347258;-22.53115694;0.0257;0.16734918;2022-03-23;"2022-03-23-23:26:01"
1896;"ZRX";131;0.53266675;29165819.4222133;29165819.4222133;0;0;0.273898;2.782113;13.750892;10.84881839;13.98948779;-34.0078585;0.0257;0.0646072;2022-03-23;"2022-03-23-23:26:01"
